Station, StationDesc, DateTime, Sample_Date, Sample_Time, RoundedDepth_m,Salinity_ppt,Temp_C,DO_mgL,pH,Turbidity_ntu,Chl_ugL
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 02:03:00.0, 06/06/2016, 02:03:00,1.5,12.46,25.81,6.66,,4.1, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 02:05:00.0, 06/06/2016, 02:05:00,1,12.46,25.8,6.64,,4.6, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 02:07:00.0, 06/06/2016, 02:07:00,0.5,12.47,25.8,6.64,,4.3, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 03:02:00.0, 06/06/2016, 03:02:00,2,12.53,25.69,6.66,,4.4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 03:03:00.0, 06/06/2016, 03:03:00,1.5,12.53,25.69,6.65,,4.2, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 03:05:00.0, 06/06/2016, 03:05:00,1,12.53,25.68,6.65,,4.2, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 03:07:00.0, 06/06/2016, 03:07:00,0.5,12.53,25.68,6.68,,4.1, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 04:02:00.0, 06/06/2016, 04:02:00,2,12.52,25.63,6.54,,4, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 04:03:00.0, 06/06/2016, 04:03:00,1.5,12.51,25.63,6.5,,3.6, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 04:05:00.0, 06/06/2016, 04:05:00,1,12.52,25.63,6.54,,3.8, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 04:07:00.0, 06/06/2016, 04:07:00,0.5,12.51,25.63,6.55,,3.8, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 05:02:00.0, 06/06/2016, 05:02:00,2,12.47,25.62,6.33,,3.7, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 05:03:00.0, 06/06/2016, 05:03:00,1.5,12.48,25.62,6.31,,4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 05:05:00.0, 06/06/2016, 05:05:00,1,12.47,25.62,6.33,,4.1, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 05:07:00.0, 06/06/2016, 05:07:00,0.5,12.46,25.62,6.32,,3.9, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 06:02:00.0, 06/06/2016, 06:02:00,2,12.46,25.59,6.41,,4.3, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 06:03:00.0, 06/06/2016, 06:03:00,1.5,12.46,25.59,6.44,,4.7, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 06:05:00.0, 06/06/2016, 06:05:00,1,12.46,25.59,6.42,,4.2, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 06:07:00.0, 06/06/2016, 06:07:00,0.5,12.46,25.59,6.45,,4.2, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 07:02:00.0, 06/06/2016, 07:02:00,2,12.51,25.6,6.64,,4.6, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 07:03:00.0, 06/06/2016, 07:03:00,1.5,12.51,25.61,6.66,,4.5, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 07:05:00.0, 06/06/2016, 07:05:00,1,12.51,25.61,6.69,,4.3, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 07:07:00.0, 06/06/2016, 07:07:00,0.5,12.5,25.6,6.68,,4.4, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 08:02:00.0, 06/06/2016, 08:02:00,2,12.42,25.64,6.59,,4.3, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 08:03:00.0, 06/06/2016, 08:03:00,1.5,12.4,25.64,6.62,,4.3, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 08:05:00.0, 06/06/2016, 08:05:00,1,12.38,25.65,6.65,,4.3, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 08:07:00.0, 06/06/2016, 08:07:00,0.5,12.38,25.67,6.63,,4.1, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 09:02:00.0, 06/06/2016, 09:02:00,2,12.39,25.79,6.69,,4.9, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 09:03:00.0, 06/06/2016, 09:03:00,1.5,12.39,25.78,6.7,,4.9, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 09:05:00.0, 06/06/2016, 09:05:00,1,12.39,25.82,6.73,,4.4, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 09:07:00.0, 06/06/2016, 09:07:00,0.5,12.39,25.83,6.74,,4.3, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 10:02:00.0, 06/06/2016, 10:02:00,2,12.41,25.89,6.89,,4.1, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 10:03:00.0, 06/06/2016, 10:03:00,1.5,12.41,25.93,6.92,,3.8, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 10:05:00.0, 06/06/2016, 10:05:00,1,12.4,25.97,6.95,,4.2, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 10:07:00.0, 06/06/2016, 10:07:00,0.5,12.39,26.05,7.04,,4.4, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 11:02:00.0, 06/06/2016, 11:02:00,2,12.44,26,7.15,,3.7, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 11:03:00.0, 06/06/2016, 11:03:00,1.5,12.41,26.14,7.15,,3.6, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 11:05:00.0, 06/06/2016, 11:05:00,1,12.37,26.24,7.15,,3.8, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 11:07:00.0, 06/06/2016, 11:07:00,0.5,12.35,26.31,7.17,,3.9, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 12:02:00.0, 06/06/2016, 12:02:00,2,12.45,26.15,7.6,,3.5, 0.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 12:03:00.0, 06/06/2016, 12:03:00,1.5,12.41,26.32,7.41,,3.9, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 12:05:00.0, 06/06/2016, 12:05:00,1,12.34,26.47,7.34,,3.7, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 12:07:00.0, 06/06/2016, 12:07:00,0.5,12.3,26.57,7.32,,3.8, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 13:02:00.0, 06/06/2016, 13:02:00,2,12.41,26.43,8.16,,3.4, 0.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 13:03:00.0, 06/06/2016, 13:03:00,1.5,12.32,26.67,7.53,,4.3, 3.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 13:05:00.0, 06/06/2016, 13:05:00,1,12.3,26.73,7.48,,3.7, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 13:07:00.0, 06/06/2016, 13:07:00,0.5,12.29,26.82,7.47,,4, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 14:02:00.0, 06/06/2016, 14:02:00,2,12.42,26.58,7.96,,3.7, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 14:03:00.0, 06/06/2016, 14:03:00,1.5,12.41,26.66,7.89,,3.8, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 14:05:00.0, 06/06/2016, 14:05:00,1,12.4,26.85,7.73,,3.6, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 14:07:00.0, 06/06/2016, 14:07:00,0.5,12.39,26.91,7.67,,3.6, 3.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 15:02:00.0, 06/06/2016, 15:02:00,2,12.42,26.85,7.82,,4.7, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 15:03:00.0, 06/06/2016, 15:03:00,1.5,12.43,26.89,7.87,,3.7, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 15:05:00.0, 06/06/2016, 15:05:00,1,12.43,26.9,7.89,,3.7, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 15:07:00.0, 06/06/2016, 15:07:00,0.5,12.43,26.93,7.91,,3.9, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 16:01:00.0, 06/06/2016, 16:01:00,2,12.46,26.82,7.72,,4.3, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 16:03:00.0, 06/06/2016, 16:03:00,1.5,12.45,26.84,7.85,,3.7, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 16:05:00.0, 06/06/2016, 16:05:00,1,12.45,26.84,7.88,,3.9, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 16:06:00.0, 06/06/2016, 16:06:00,0.5,12.45,26.84,7.88,,3.7, 3.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 17:02:00.0, 06/06/2016, 17:02:00,2,12.52,26.76,7.8,,3.8, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 17:03:00.0, 06/06/2016, 17:03:00,1.5,12.52,26.76,7.76,,4.2, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 17:05:00.0, 06/06/2016, 17:05:00,1,12.52,26.76,7.78,,3.6, 4.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 17:07:00.0, 06/06/2016, 17:07:00,0.5,12.52,26.75,7.8,,3.6, 3.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 18:02:00.0, 06/06/2016, 18:02:00,2,12.43,26.88,7.64,,4.1, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 18:03:00.0, 06/06/2016, 18:03:00,1.5,12.43,26.9,7.77,,4.1, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 18:05:00.0, 06/06/2016, 18:05:00,1,12.42,26.91,7.82,,4.2, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 18:07:00.0, 06/06/2016, 18:07:00,0.5,12.42,26.92,7.87,,4.1, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 19:02:00.0, 06/06/2016, 19:02:00,2,12.41,27.03,7.96,,6.1, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 19:03:00.0, 06/06/2016, 19:03:00,1.5,12.41,27.02,8.02,,6.5, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 19:05:00.0, 06/06/2016, 19:05:00,1,12.41,27.01,8.02,,5.9, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 19:07:00.0, 06/06/2016, 19:07:00,0.5,12.41,26.99,8.02,,6.9, 3.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 20:02:00.0, 06/06/2016, 20:02:00,2,12.39,26.76,7.77,,4.4, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 20:03:00.0, 06/06/2016, 20:03:00,1.5,12.39,26.76,7.77,,4.9, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 20:05:00.0, 06/06/2016, 20:05:00,1,12.39,26.75,7.79,,4.9, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 20:07:00.0, 06/06/2016, 20:07:00,0.5,12.39,26.76,7.77,,5, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 21:02:00.0, 06/06/2016, 21:02:00,2,12.37,26.66,7.61,,4.7, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 21:03:00.0, 06/06/2016, 21:03:00,1.5,12.37,26.66,7.67,,4.8, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 21:05:00.0, 06/06/2016, 21:05:00,1,12.37,26.67,7.7,,4.4, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 21:07:00.0, 06/06/2016, 21:07:00,0.5,12.37,26.67,7.67,,4.9, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 22:02:00.0, 06/06/2016, 22:02:00,2,12.36,26.62,7.59,,4.7, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 22:03:00.0, 06/06/2016, 22:03:00,1.5,12.36,26.62,7.6,,4.9, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 22:05:00.0, 06/06/2016, 22:05:00,1,12.36,26.62,7.58,,4.3, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 22:07:00.0, 06/06/2016, 22:07:00,0.5,12.36,26.61,7.59,,4.7, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 23:02:00.0, 06/06/2016, 23:02:00,2,12.38,26.5,7.08,,4.7, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 23:03:00.0, 06/06/2016, 23:03:00,1.5,12.38,26.52,7.05,,4.4, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 23:05:00.0, 06/06/2016, 23:05:00,1,12.39,26.52,7.04,,4.5, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-06 23:07:00.0, 06/06/2016, 23:07:00,0.5,12.39,26.52,7.06,,4.5, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 00:02:00.0, 06/07/2016, 00:02:00,2,12.43,26.68,7.03,,4.8, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 00:03:00.0, 06/07/2016, 00:03:00,1.5,12.42,26.65,7.04,,4.3, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 00:05:00.0, 06/07/2016, 00:05:00,1,12.42,26.62,7.01,,4.3, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 00:07:00.0, 06/07/2016, 00:07:00,0.5,12.41,26.57,7.02,,4.3, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 01:02:00.0, 06/07/2016, 01:02:00,2,12.43,26.44,6.82,,4.1, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 01:03:00.0, 06/07/2016, 01:03:00,1.5,12.44,26.43,6.86,,4.2, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 01:05:00.0, 06/07/2016, 01:05:00,1,12.44,26.41,6.94,,3.9, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 01:07:00.0, 06/07/2016, 01:07:00,0.5,12.43,26.41,6.97,,3.4, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 02:02:00.0, 06/07/2016, 02:02:00,2,12.35,26.33,6.97,,4.7, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 02:03:00.0, 06/07/2016, 02:03:00,1.5,12.36,26.33,6.95,,5, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 02:05:00.0, 06/07/2016, 02:05:00,1,12.36,26.32,7,,4.7, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 02:07:00.0, 06/07/2016, 02:07:00,0.5,12.36,26.32,7.01,,4.6, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 03:02:00.0, 06/07/2016, 03:02:00,2,12.52,26.4,7.19,,4, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 03:03:00.0, 06/07/2016, 03:03:00,1.5,12.51,26.38,7.18,,5, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 03:05:00.0, 06/07/2016, 03:05:00,1,12.51,26.37,7.17,,4.7, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 03:07:00.0, 06/07/2016, 03:07:00,0.5,12.51,26.37,7.17,,4.2, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 04:02:00.0, 06/07/2016, 04:02:00,2,12.5,26.23,6.96,,4.3, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 04:03:00.0, 06/07/2016, 04:03:00,1.5,12.5,26.23,6.95,,4.2, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 04:05:00.0, 06/07/2016, 04:05:00,1,12.5,26.21,6.97,,4.3, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 04:07:00.0, 06/07/2016, 04:07:00,0.5,12.5,26.21,6.96,,4.6, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 05:02:00.0, 06/07/2016, 05:02:00,2,12.52,26.16,6.71,,4.5, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 05:03:00.0, 06/07/2016, 05:03:00,1.5,12.52,26.15,6.7,,4.9, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 05:05:00.0, 06/07/2016, 05:05:00,1,12.52,26.16,6.68,,4.7, 0.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 05:07:00.0, 06/07/2016, 05:07:00,0.5,12.52,26.15,6.74,,4.7, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 06:02:00.0, 06/07/2016, 06:02:00,2,12.51,26.1,6.71,,4.4, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 06:03:00.0, 06/07/2016, 06:03:00,1.5,12.51,26.11,6.7,,4.5, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 06:05:00.0, 06/07/2016, 06:05:00,1,12.51,26.11,6.7,,4.7, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 06:07:00.0, 06/07/2016, 06:07:00,0.5,12.51,26.1,6.68,,4.1, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 07:02:00.0, 06/07/2016, 07:02:00,2,12.44,26.11,6.59,,4.8, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 07:03:00.0, 06/07/2016, 07:03:00,1.5,12.43,26.11,6.6,,4.6, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 07:05:00.0, 06/07/2016, 07:05:00,1,12.44,26.11,6.71,,4, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 07:07:00.0, 06/07/2016, 07:07:00,0.5,12.47,26.11,6.86,,3.7, 1.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 08:02:00.0, 06/07/2016, 08:02:00,2,12.44,26.13,6.88,,4.2, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 08:03:00.0, 06/07/2016, 08:03:00,1.5,12.43,26.13,6.87,,4.2, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 08:05:00.0, 06/07/2016, 08:05:00,1,12.44,26.13,6.88,,4.4, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 08:07:00.0, 06/07/2016, 08:07:00,0.5,12.46,26.18,7.01,,4.3, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 09:02:00.0, 06/07/2016, 09:02:00,2,12.43,26.24,7.09,,4.4, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 09:03:00.0, 06/07/2016, 09:03:00,1.5,12.42,26.28,7.11,,4.6, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 09:05:00.0, 06/07/2016, 09:05:00,1,12.4,26.33,7.14,,5, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 09:07:00.0, 06/07/2016, 09:07:00,0.5,12.39,26.38,7.14,,4.2, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 10:02:00.0, 06/07/2016, 10:02:00,2,12.38,26.37,7.12,,4.2, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 10:03:00.0, 06/07/2016, 10:03:00,1.5,12.36,26.43,7.17,,4.2, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 10:05:00.0, 06/07/2016, 10:05:00,1,12.36,26.47,7.2,,4.8, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 10:07:00.0, 06/07/2016, 10:07:00,0.5,12.35,26.63,7.24,,4.3, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 11:02:00.0, 06/07/2016, 11:02:00,2,12.36,26.52,7.33,,4.7, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 11:03:00.0, 06/07/2016, 11:03:00,1.5,12.35,26.56,7.4,,3.9, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 11:05:00.0, 06/07/2016, 11:05:00,1,12.35,26.61,7.42,,4.2, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 11:07:00.0, 06/07/2016, 11:07:00,0.5,12.36,26.72,7.46,,4, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 12:02:00.0, 06/07/2016, 12:02:00,2,12.4,26.53,7.7,,4.5, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 12:03:00.0, 06/07/2016, 12:03:00,1.5,12.4,26.55,7.7,,4.1, 1.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 12:05:00.0, 06/07/2016, 12:05:00,1,12.39,26.58,7.7,,4, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 12:07:00.0, 06/07/2016, 12:07:00,0.5,12.39,26.92,7.64,,3.6, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 13:02:00.0, 06/07/2016, 13:02:00,2,12.42,26.54,8.31,,3.7, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 13:03:00.0, 06/07/2016, 13:03:00,1.5,12.39,26.62,7.99,,3.5, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 13:05:00.0, 06/07/2016, 13:05:00,1,12.38,26.65,7.82,,3.4, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 13:07:00.0, 06/07/2016, 13:07:00,0.5,12.36,26.63,7.69,,4.1, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 14:02:00.0, 06/07/2016, 14:02:00,2,12.42,26.53,7.87,,4.2, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 14:03:00.0, 06/07/2016, 14:03:00,1.5,12.41,26.54,7.89,,4, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 14:05:00.0, 06/07/2016, 14:05:00,1,12.36,26.97,7.8,,3.9, 3.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 14:07:00.0, 06/07/2016, 14:07:00,0.5,12.36,27.19,7.8,,3.9, 4.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 15:02:00.0, 06/07/2016, 15:02:00,2,12.44,26.61,7.93,,3.5, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 15:03:00.0, 06/07/2016, 15:03:00,1.5,12.44,26.67,7.96,,3.8, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 15:05:00.0, 06/07/2016, 15:05:00,1,12.45,26.94,7.96,,3.7, 3.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 15:07:00.0, 06/07/2016, 15:07:00,0.5,12.43,27.16,7.93,,3.5, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 16:02:00.0, 06/07/2016, 16:02:00,2,12.46,26.66,7.61,,3.9, 3.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 16:03:00.0, 06/07/2016, 16:03:00,1.5,12.44,26.64,7.63,,4, 4.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 16:05:00.0, 06/07/2016, 16:05:00,1,12.43,26.63,7.65,,3.8, 4.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 16:07:00.0, 06/07/2016, 16:07:00,0.5,12.39,26.55,7.67,,3.8, 3.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 17:02:00.0, 06/07/2016, 17:02:00,2,12.46,26.59,7.72,,4.1, 3.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 17:03:00.0, 06/07/2016, 17:03:00,1.5,12.46,26.59,7.73,,3.9, 3.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 17:05:00.0, 06/07/2016, 17:05:00,1,12.46,26.61,7.76,,4.2, 3.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 17:07:00.0, 06/07/2016, 17:07:00,0.5,12.47,26.62,7.78,,3.8, 3.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 18:02:00.0, 06/07/2016, 18:02:00,2,12.5,26.74,7.63,,4.1, 3.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 18:03:00.0, 06/07/2016, 18:03:00,1.5,12.5,26.75,7.7,,3.8, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 18:05:00.0, 06/07/2016, 18:05:00,1,12.5,26.75,7.73,,3.6, 3.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 18:07:00.0, 06/07/2016, 18:07:00,0.5,12.5,26.74,7.75,,3.7, 4.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 19:02:00.0, 06/07/2016, 19:02:00,2,12.44,26.64,7.6,,4.7, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 19:03:00.0, 06/07/2016, 19:03:00,1.5,12.44,26.66,7.76,,3.9, 4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 19:05:00.0, 06/07/2016, 19:05:00,1,12.44,26.69,7.9,,3.7, 3.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 19:07:00.0, 06/07/2016, 19:07:00,0.5,12.43,26.67,7.88,,5.3, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 20:02:00.0, 06/07/2016, 20:02:00,2,12.39,26.6,7.61,,4.3, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 20:03:00.0, 06/07/2016, 20:03:00,1.5,12.39,26.62,7.66,,4.4, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 20:05:00.0, 06/07/2016, 20:05:00,1,12.39,26.62,7.68,,4.6, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 20:07:00.0, 06/07/2016, 20:07:00,0.5,12.39,26.63,7.67,,4.8, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 21:02:00.0, 06/07/2016, 21:02:00,2,12.3,26.62,7.38,,6.6, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 21:03:00.0, 06/07/2016, 21:03:00,1.5,12.3,26.61,7.44,,5.5, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 21:05:00.0, 06/07/2016, 21:05:00,1,12.3,26.6,7.42,,5.5, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 21:07:00.0, 06/07/2016, 21:07:00,0.5,12.3,26.59,7.41,,5.8, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 22:02:00.0, 06/07/2016, 22:02:00,2,12.26,26.27,7.22,,5.1, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 22:03:00.0, 06/07/2016, 22:03:00,1.5,12.26,26.26,7.22,,5.4, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 22:05:00.0, 06/07/2016, 22:05:00,1,12.27,26.26,7.27,,5.6, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-07 22:07:00.0, 06/07/2016, 22:07:00,0.5,12.27,26.25,7.3,,5.4, 3
