Station, StationDesc, DateTime, Sample_Date, Sample_Time, RoundedDepth_m,Salinity_ppt,Temp_C,DO_mgL,pH,Turbidity_ntu,Chl_ugL
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 04:02:00.0, 06/23/2016, 04:02:00,2,13.24,25.5,6.49,7.53,5.8, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 04:04:00.0, 06/23/2016, 04:04:00,1.5,13.25,25.49,6.54,7.54,5.4, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 04:06:00.0, 06/23/2016, 04:06:00,1,13.25,25.49,6.56,7.55,4, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 04:08:00.0, 06/23/2016, 04:08:00,0.5,13.25,25.48,6.62,7.56,4.3, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 05:02:00.0, 06/23/2016, 05:02:00,2.5,13.29,25.45,6.47,7.52,4.2, 0.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 05:04:00.0, 06/23/2016, 05:04:00,1.5,13.29,25.44,6.46,7.51,4, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 05:06:00.0, 06/23/2016, 05:06:00,1,13.29,25.44,6.45,7.51,4.2, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 05:08:00.0, 06/23/2016, 05:08:00,0.5,13.29,25.45,6.44,7.51,4.1, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 06:02:00.0, 06/23/2016, 06:02:00,2,13.28,25.41,6.36,7.5,3.9, 0.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 06:04:00.0, 06/23/2016, 06:04:00,1.5,13.28,25.39,6.39,7.5,3.8, 0.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 06:06:00.0, 06/23/2016, 06:06:00,1,13.28,25.4,6.38,7.5,4.9, 0.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 06:08:00.0, 06/23/2016, 06:08:00,0.5,13.27,25.38,6.45,7.52,3.8, 0.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 07:02:00.0, 06/23/2016, 07:02:00,2,13.26,25.4,6.29,7.5,4.2, 0.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 07:04:00.0, 06/23/2016, 07:04:00,1.5,13.2,25.46,6.31,7.5,3.9, 0.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 07:06:00.0, 06/23/2016, 07:06:00,1,13.2,25.46,6.32,7.5,3.9, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 07:08:00.0, 06/23/2016, 07:08:00,0.5,13.2,25.46,6.31,7.51,3.8, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 08:02:00.0, 06/23/2016, 08:02:00,2,13.26,25.45,6.26,7.49,5.7, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 08:04:00.0, 06/23/2016, 08:04:00,1.5,13.23,25.47,6.26,7.51,4.6, 0.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 08:06:00.0, 06/23/2016, 08:06:00,1,13.2,25.43,6.33,7.51,4.1, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 08:09:00.0, 06/23/2016, 08:09:00,0.5,13.19,25.43,6.34,7.51,3.9, 0.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 09:02:00.0, 06/23/2016, 09:02:00,2,13.22,25.4,6.41,7.58,5.9, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 09:04:00.0, 06/23/2016, 09:04:00,1.5,13.19,25.39,6.52,7.59,4.9, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 09:06:00.0, 06/23/2016, 09:06:00,1,13.16,25.43,6.56,7.58,4.2, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 09:08:00.0, 06/23/2016, 09:08:00,0.5,13.17,25.49,6.6,7.58,4.2, 0.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 10:02:00.0, 06/23/2016, 10:02:00,2.5,13.17,25.46,6.36,7.55,5.2, 1.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 10:04:00.0, 06/23/2016, 10:04:00,1.5,13.16,25.53,6.56,7.57,4.9, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 10:06:00.0, 06/23/2016, 10:06:00,1,13.16,25.54,6.56,7.57,4.7, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 10:08:00.0, 06/23/2016, 10:08:00,0.5,13.16,25.55,6.59,7.57,4.9, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 11:02:00.0, 06/23/2016, 11:02:00,2,13.15,25.54,6.44,7.55,6.2, 0.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 11:04:00.0, 06/23/2016, 11:04:00,1.5,13.11,25.59,6.55,7.56,4.5, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 11:06:00.0, 06/23/2016, 11:06:00,1,13.1,25.6,6.58,7.57,4.6, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 11:08:00.0, 06/23/2016, 11:08:00,0.5,13.1,25.61,6.61,7.58,4.4, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 12:02:00.0, 06/23/2016, 12:02:00,2.5,13.17,25.57,6.37,7.55,7.2, 0.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 12:04:00.0, 06/23/2016, 12:04:00,1.5,13.11,25.6,6.59,7.57,4.3, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 12:06:00.0, 06/23/2016, 12:06:00,1,13.09,25.69,6.68,7.59,4.7, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 12:09:00.0, 06/23/2016, 12:09:00,0.5,13.09,25.73,6.75,7.6,4.6, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 13:02:00.0, 06/23/2016, 13:02:00,2,13.18,25.72,6.72,7.6,5.1, 0.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 13:04:00.0, 06/23/2016, 13:04:00,1.5,13.13,25.8,6.88,7.6,4, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 13:06:00.0, 06/23/2016, 13:06:00,1,13.1,25.89,6.94,7.61,4.6, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 13:08:00.0, 06/23/2016, 13:08:00,0.5,13.08,26.05,6.98,7.63,4.3, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 14:02:00.0, 06/23/2016, 14:02:00,2,13.2,25.67,6.83,7.63,5, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 14:04:00.0, 06/23/2016, 14:04:00,1.5,13.18,25.73,6.89,7.64,4.7, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 14:06:00.0, 06/23/2016, 14:06:00,1,13.11,26.05,7.14,7.66,4.5, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 14:08:00.0, 06/23/2016, 14:08:00,0.5,13.11,26.08,7.2,7.67,4.1, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 15:02:00.0, 06/23/2016, 15:02:00,2,13.2,25.76,6.78,7.6,6, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 15:04:00.0, 06/23/2016, 15:04:00,1.5,13.2,25.8,6.94,7.62,5.1, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 15:06:00.0, 06/23/2016, 15:06:00,1,13.18,25.92,7.15,7.64,5, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 15:08:00.0, 06/23/2016, 15:08:00,0.5,13.15,26.24,7.43,7.7,4, 3.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 16:02:00.0, 06/23/2016, 16:02:00,2,13.23,25.84,7.26,7.64,5.1, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 16:04:00.0, 06/23/2016, 16:04:00,1.5,13.22,25.85,7.28,7.64,4.9, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 16:06:00.0, 06/23/2016, 16:06:00,1,13.23,25.84,7.28,7.65,4.6, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 16:09:00.0, 06/23/2016, 16:09:00,0.5,13.23,25.84,7.3,7.65,4.2, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 17:02:00.0, 06/23/2016, 17:02:00,2,13.24,25.85,7.27,7.63,4.4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 17:04:00.0, 06/23/2016, 17:04:00,1.5,13.22,25.87,7.29,7.63,4.1, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 17:06:00.0, 06/23/2016, 17:06:00,1,13.23,25.86,7.28,7.63,4, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 17:08:00.0, 06/23/2016, 17:08:00,0.5,13.23,25.86,7.28,7.65,4, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 18:02:00.0, 06/23/2016, 18:02:00,2,13.23,25.89,7.18,7.62,4, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 18:04:00.0, 06/23/2016, 18:04:00,1.5,13.23,25.89,7.21,7.63,4.1, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 18:06:00.0, 06/23/2016, 18:06:00,1,13.21,25.9,7.28,7.63,6.4, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 18:08:00.0, 06/23/2016, 18:08:00,0.5,13.23,25.89,7.39,7.66,4.1, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 19:02:00.0, 06/23/2016, 19:02:00,2,13.22,25.86,6.95,7.59,4.4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 19:04:00.0, 06/23/2016, 19:04:00,1.5,13.17,25.89,6.99,7.6,4, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 19:06:00.0, 06/23/2016, 19:06:00,1,13.21,25.89,7.14,7.62,3.8, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 19:09:00.0, 06/23/2016, 19:09:00,0.5,13.2,25.88,7.22,7.63,3.9, 3.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 20:02:00.0, 06/23/2016, 20:02:00,2,13.2,25.9,7.15,7.63,4, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 20:04:00.0, 06/23/2016, 20:04:00,1.5,13.19,25.93,7.3,7.65,3.8, 4.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 20:06:00.0, 06/23/2016, 20:06:00,1,13.19,25.94,7.36,7.66,3.9, 4.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 20:08:00.0, 06/23/2016, 20:08:00,0.5,13.19,25.93,7.4,7.68,4, 3.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 21:02:00.0, 06/23/2016, 21:02:00,2,13.2,25.9,6.83,7.6,3.9, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 21:04:00.0, 06/23/2016, 21:04:00,1.5,13.18,25.93,6.96,7.61,4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 21:07:00.0, 06/23/2016, 21:07:00,1,13.15,25.97,7.2,7.66,4, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 21:09:00.0, 06/23/2016, 21:09:00,0.5,13.14,25.96,7.26,7.68,5.1, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 22:02:00.0, 06/23/2016, 22:02:00,2,13.15,25.91,6.69,7.59,10.4, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 22:04:00.0, 06/23/2016, 22:04:00,1.5,13.12,25.89,6.75,7.6,4.6, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 22:06:00.0, 06/23/2016, 22:06:00,1,13.12,25.89,6.77,7.6,5.8, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 22:08:00.0, 06/23/2016, 22:08:00,0.5,13.11,25.88,6.8,7.61,4.3, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 23:02:00.0, 06/23/2016, 23:02:00,2,13.11,25.84,6.55,7.56,5, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 23:04:00.0, 06/23/2016, 23:04:00,1.5,13.11,25.84,6.57,7.56,5, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 23:06:00.0, 06/23/2016, 23:06:00,1,13.11,25.84,6.55,7.56,4.8, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-23 23:08:00.0, 06/23/2016, 23:08:00,0.5,13.11,25.82,6.58,7.57,4.8, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 00:02:00.0, 06/24/2016, 00:02:00,2,13.09,25.8,6.44,7.54,4.6, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 00:04:00.0, 06/24/2016, 00:04:00,1.5,13.09,25.79,6.47,7.54,4.4, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 00:06:00.0, 06/24/2016, 00:06:00,1,13.08,25.8,6.5,7.55,4.7, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 00:09:00.0, 06/24/2016, 00:09:00,0.5,13.08,25.78,6.55,7.56,4.3, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 01:02:00.0, 06/24/2016, 01:02:00,2,13.13,25.76,6.32,7.53,4.2, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 01:04:00.0, 06/24/2016, 01:04:00,1.5,13.13,25.76,6.38,7.54,4, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 01:06:00.0, 06/24/2016, 01:06:00,1,13.14,25.75,6.42,7.54,5, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 01:08:00.0, 06/24/2016, 01:08:00,0.5,13.14,25.76,6.42,7.54,5.7, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 02:02:00.0, 06/24/2016, 02:02:00,2,13.15,25.72,6.65,7.58,5.1, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 02:04:00.0, 06/24/2016, 02:04:00,1.5,13.14,25.72,6.65,7.57,5.5, 1.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 02:07:00.0, 06/24/2016, 02:07:00,1,13.13,25.72,6.63,7.57,4.2, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 02:09:00.0, 06/24/2016, 02:09:00,0.5,13.12,25.72,6.64,7.58,4.2, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 03:02:00.0, 06/24/2016, 03:02:00,2,13.22,25.69,6.43,7.53,3.6, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 03:04:00.0, 06/24/2016, 03:04:00,1.5,13.22,25.7,6.45,7.52,3.9, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 03:06:00.0, 06/24/2016, 03:06:00,1,13.21,25.69,6.43,7.52,3.7, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 03:08:00.0, 06/24/2016, 03:08:00,0.5,13.21,25.67,6.46,7.53,4.4, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 04:02:00.0, 06/24/2016, 04:02:00,2,13.19,25.65,6.54,7.54,4, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 04:04:00.0, 06/24/2016, 04:04:00,1.5,13.19,25.65,6.54,7.53,3.9, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 04:06:00.0, 06/24/2016, 04:06:00,1,13.19,25.64,6.51,7.53,4.3, 0.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 04:08:00.0, 06/24/2016, 04:08:00,0.5,13.19,25.63,6.54,7.53,4, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 05:02:00.0, 06/24/2016, 05:02:00,2,13.25,25.55,6.61,7.54,3.8, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 05:04:00.0, 06/24/2016, 05:04:00,1.5,13.26,25.54,6.61,7.54,4.5, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 05:07:00.0, 06/24/2016, 05:07:00,1,13.25,25.54,6.64,7.54,4.2, 0.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 05:09:00.0, 06/24/2016, 05:09:00,0.5,13.26,25.53,6.67,7.55,5, 1.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 06:02:00.0, 06/24/2016, 06:02:00,2,13.27,25.5,6.65,7.53,3.7, 1.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 06:04:00.0, 06/24/2016, 06:04:00,1.5,13.27,25.5,6.64,7.53,4, 0.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 06:06:00.0, 06/24/2016, 06:06:00,1,13.27,25.5,6.64,7.53,3.8, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 06:08:00.0, 06/24/2016, 06:08:00,0.5,13.23,25.51,6.48,7.51,3.6, 0.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 07:02:00.0, 06/24/2016, 07:02:00,2,13.27,25.51,6.39,7.5,4.1, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 07:04:00.0, 06/24/2016, 07:04:00,1.5,13.23,25.54,6.46,7.51,3.7, 1.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 07:06:00.0, 06/24/2016, 07:06:00,1,13.2,25.58,6.46,7.51,3.2, 1.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 07:09:00.0, 06/24/2016, 07:09:00,0.5,13.18,25.6,6.47,7.52,3.5, 0.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 08:02:00.0, 06/24/2016, 08:02:00,2,13.27,25.52,6.43,7.5,5.6, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 08:04:00.0, 06/24/2016, 08:04:00,1.5,13.23,25.59,6.53,7.52,4.4, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 08:06:00.0, 06/24/2016, 08:06:00,1,13.22,25.62,6.53,7.52,4.8, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 08:09:00.0, 06/24/2016, 08:09:00,0.5,13.22,25.65,6.57,7.53,3.6, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 09:02:00.0, 06/24/2016, 09:02:00,2,13.27,25.54,6.53,7.51,5.6, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 09:04:00.0, 06/24/2016, 09:04:00,1.5,13.24,25.6,6.63,7.53,4.6, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 09:07:00.0, 06/24/2016, 09:07:00,1,13.22,25.77,6.69,7.56,4.7, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 09:09:00.0, 06/24/2016, 09:09:00,0.5,13.18,25.8,6.71,7.57,4, 1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 10:02:00.0, 06/24/2016, 10:02:00,2.5,13.27,25.55,6.42,7.51,5.1, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 10:04:00.0, 06/24/2016, 10:04:00,1.5,13.19,25.78,6.62,7.55,4.5, 3.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 10:06:00.0, 06/24/2016, 10:06:00,1,13.17,25.88,6.66,7.57,4.8, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 10:08:00.0, 06/24/2016, 10:08:00,0.5,13.16,25.94,6.65,7.58,4.3, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 11:02:00.0, 06/24/2016, 11:02:00,2.5,13.27,25.6,6.41,7.49,5.2, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 11:04:00.0, 06/24/2016, 11:04:00,1.5,13.16,25.96,6.64,7.53,5.3, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 11:06:00.0, 06/24/2016, 11:06:00,1,13.15,26.03,6.68,7.55,4.9, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 11:08:00.0, 06/24/2016, 11:08:00,0.5,13.12,26.31,6.75,7.58,4.1, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 12:02:00.0, 06/24/2016, 12:02:00,2.5,13.3,25.49,6.52,7.51,6, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 12:04:00.0, 06/24/2016, 12:04:00,1.5,13.24,25.73,6.85,7.54,5.1, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 12:06:00.0, 06/24/2016, 12:06:00,1,13.12,26.36,6.91,7.59,5.2, 1.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 12:08:00.0, 06/24/2016, 12:08:00,0.5,13.11,26.54,6.98,7.62,4.9, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 13:02:00.0, 06/24/2016, 13:02:00,2,13.29,25.58,6.73,7.56,6, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 13:04:00.0, 06/24/2016, 13:04:00,1.5,13.16,26.33,7.08,7.61,4.9, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 13:06:00.0, 06/24/2016, 13:06:00,1,13.12,26.66,7.16,7.64,4.3, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 13:08:00.0, 06/24/2016, 13:08:00,0.5,13.11,26.76,7.22,7.65,4.5, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 14:02:00.0, 06/24/2016, 14:02:00,2.5,13.29,25.65,6.85,7.58,5.8, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 14:04:00.0, 06/24/2016, 14:04:00,1.5,13.17,26.52,7.23,7.64,4.7, 2.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 14:06:00.0, 06/24/2016, 14:06:00,1,13.13,26.81,7.32,7.66,4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 14:08:00.0, 06/24/2016, 14:08:00,0.5,13.14,26.88,7.41,7.68,4.4, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 15:02:00.0, 06/24/2016, 15:02:00,2,13.29,25.59,6.82,7.58,5.8, 1.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 15:04:00.0, 06/24/2016, 15:04:00,1.5,13.19,26.75,7.3,7.66,4.3, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 15:07:00.0, 06/24/2016, 15:07:00,1,13.18,26.91,7.43,7.69,3.9, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 15:09:00.0, 06/24/2016, 15:09:00,0.5,13.18,26.86,7.43,7.69,3.6, 1.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 16:02:00.0, 06/24/2016, 16:02:00,2,13.31,25.45,6.6,7.56,5.4, 1.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 16:04:00.0, 06/24/2016, 16:04:00,1.5,13.23,26.56,7.36,7.68,3.5, 3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 16:06:00.0, 06/24/2016, 16:06:00,1,13.23,26.77,7.57,7.71,3.3, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 16:09:00.0, 06/24/2016, 16:09:00,0.5,13.23,26.76,7.6,7.72,3.4, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 17:02:00.0, 06/24/2016, 17:02:00,2,13.33,25.48,6.99,7.61,5.3, 2.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 17:04:00.0, 06/24/2016, 17:04:00,1.5,13.26,26.41,7.36,7.67,3.8, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 17:06:00.0, 06/24/2016, 17:06:00,1,13.25,26.93,7.71,7.74,3.8, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 17:09:00.0, 06/24/2016, 17:09:00,0.5,13.24,26.92,7.74,7.76,3.6, 1.9
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 18:02:00.0, 06/24/2016, 18:02:00,2,13.3,25.99,7.15,7.65,4.3, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 18:04:00.0, 06/24/2016, 18:04:00,1.5,13.26,26.59,7.56,7.71,3.5, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 18:06:00.0, 06/24/2016, 18:06:00,1,13.25,26.65,7.65,7.73,3.6, 2.2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 18:08:00.0, 06/24/2016, 18:08:00,0.5,13.25,26.66,7.71,7.75,3.5, 2.4
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 19:02:00.0, 06/24/2016, 19:02:00,2,13.31,25.68,6.84,7.59,4.8, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 19:04:00.0, 06/24/2016, 19:04:00,1.5,13.26,26.45,7.45,7.68,3.5, 3.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 19:06:00.0, 06/24/2016, 19:06:00,1,13.24,26.48,7.51,7.7,3.5, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 19:08:00.0, 06/24/2016, 19:08:00,0.5,13.25,26.46,7.55,7.72,3.4, 2
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 20:02:00.0, 06/24/2016, 20:02:00,2,13.27,26.27,7.31,7.67,3.9, 3.8
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 20:04:00.0, 06/24/2016, 20:04:00,1.5,13.25,26.33,7.37,7.68,3.4, 2.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 20:06:00.0, 06/24/2016, 20:06:00,1,13.24,26.33,7.39,7.69,3.4, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 20:08:00.0, 06/24/2016, 20:08:00,0.5,13.26,26.31,7.39,7.69,3.3, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 21:02:00.0, 06/24/2016, 21:02:00,2,13.26,26.17,7.12,7.66,4.8, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 21:04:00.0, 06/24/2016, 21:04:00,1.5,13.25,26.23,7.16,7.66,4.4, 2.7
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 21:07:00.0, 06/24/2016, 21:07:00,1,13.24,26.21,7.18,7.67,4.5, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 21:09:00.0, 06/24/2016, 21:09:00,0.5,13.23,26.19,7.17,7.67,4.5, 2.1
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 22:02:00.0, 06/24/2016, 22:02:00,2,13.24,26.24,7.16,7.66,4.3, 2.5
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 22:04:00.0, 06/24/2016, 22:04:00,1.5,13.23,26.26,7.25,7.67,4.2, 2.6
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 22:06:00.0, 06/24/2016, 22:06:00,1,13.23,26.26,7.28,7.69,4.1, 3.3
XFG4618, Harris Creek MD DNR Profiler, 2016-06-24 22:08:00.0, 06/24/2016, 22:08:00,0.5,13.22,26.26,7.3,7.69,4.3, 2.5
